timestamp,function,response_time_s,node_arch,status_code,policy,locust_response_time
1788774426.7364974,mutexcontention,0.813790647,arm64,200,RoundRobin,1291.474942999912
1788774426.937137,matmul,0.932338893,arm64,200,RoundRobin,1492.648483000039
1788774427.109395,dna-visualisation,0.257434101,arm64,200,RoundRobin,1673.2072979999657
1788774427.274832,graph-bfs,0.929190072,arm64,200,RoundRobin,1834.787461000019
1788774427.3220017,twin-primenumber,0.416128015,arm64,200,RoundRobin,1868.2693019999306
1788774427.6185646,dna-visualisation,0.148608709,arm64,200,RoundRobin,508.80559099994116
1788774427.7503548,thumbnailer,0.714622172,arm64,200,RoundRobin,2298.00069099997
1788774427.8178506,dna-visualisation,0.148465469,arm64,200,RoundRobin,198.92695800001547
1788774427.8389223,mutexcontention,0.480476541,arm64,200,RoundRobin,1102.046054000084
1788774427.9291482,twin-primenumber,0.357423219,arm64,200,RoundRobin,606.7409380000299
1788774428.0190685,dna-visualisation,0.147925909,arm64,200,RoundRobin,200.82329899992146
1788774428.220816,dna-visualisation,0.149492709,arm64,200,RoundRobin,201.38787799999136
1788774428.2277005,matmul,0.810838061,arm64,200,RoundRobin,1290.2259220001042
1788774428.329042,twin-primenumber,0.34868442,arm64,200,RoundRobin,399.5060409999951
1788774428.3353713,goroutines,1.725890197,arm64,200,RoundRobin,2895.8867349999764
1788774428.365921,graph-pagerank,2.153008992,arm64,200,RoundRobin,2924.493630000029
1788774428.3851595,mutexcontention,0.456466661,arm64,200,RoundRobin,545.8586359999344
1788774428.3987005,tempfileio,1.24593551,arm64,200,RoundRobin,2947.6675020000584
1788774428.4195251,dna-visualisation,0.194371745,arm64,200,RoundRobin,198.37516199993388
1788774428.5032911,thumbnailer,0.693295774,arm64,200,RoundRobin,752.5462069999094
1788774428.527033,graph-bfs,1.002298105,arm64,200,RoundRobin,1251.7967359999602
1788774428.7264438,twin-primenumber,0.346487299,arm64,200,RoundRobin,396.99611800006096
1788774428.8112717,dna-visualisation,0.161625028,arm64,200,RoundRobin,391.43699600003856
1788774428.936389,mutexcontention,0.391818104,arm64,200,RoundRobin,550.8779020000247
1788774428.9996982,graph-mst,2.7214735020000003,arm64,200,RoundRobin,3558.9339669999163
1788774429.0020504,hashing,2.855332072,arm64,200,RoundRobin,3559.8049069999433
1788774429.0205488,dna-visualisation,0.152206989,arm64,200,RoundRobin,208.98799600001894
1788774429.0840423,matmul,0.800411463,arm64,200,RoundRobin,855.9693900000411
1788774429.178546,twin-primenumber,0.369741939,arm64,200,RoundRobin,451.79870099991604
1788774429.2765355,randomaccess,3.55940324,arm64,200,RoundRobin,3829.4044090000625
1788774429.3201735,dna-visualisation,0.159098068,arm64,200,RoundRobin,299.2972810000083
1788774429.3454552,arm_faster,2.896421991,arm64,200,RoundRobin,3913.4823449999203
1788774429.404491,thumbnailer,0.704647654,arm64,200,RoundRobin,900.8792089999815
1788774429.4872534,mutexcontention,0.48799986,arm64,200,RoundRobin,550.5686770000011
1788774429.5595415,dna-visualisation,0.168644828,arm64,200,RoundRobin,239.04962500000693
1788774429.6293602,twin-primenumber,0.364451339,arm64,200,RoundRobin,450.42275399998744
1788774429.7291946,graph-bfs,0.974932668,arm64,200,RoundRobin,1201.7638480000414
1788774429.7727604,readdisk,4.133716316,arm64,200,RoundRobin,4324.96034199994
1788774429.8102796,dna-visualisation,0.198214986,arm64,200,RoundRobin,250.43124699993768
1788774429.8970513,tempfileio,1.296941707,arm64,200,RoundRobin,1497.9636240000218
1788774429.984328,mutexcontention,0.436361542,arm64,200,RoundRobin,496.7454210000142
1788774429.9933126,goroutines,1.5479123339999998,arm64,200,RoundRobin,1657.6130390000117
1788774430.066475,twin-primenumber,0.386128777,arm64,200,RoundRobin,436.78536899994924
1788774430.0698228,dna-visualisation,0.174365507,arm64,200,RoundRobin,259.2018730000518
1788774430.1318033,matmul,0.916827894,arm64,200,RoundRobin,1047.3952849999932
1788774430.2053342,thumbnailer,0.715097693,arm64,200,RoundRobin,800.5216860000246
1788774430.4087825,dna-visualisation,0.204971825,arm64,200,RoundRobin,338.5958130000972
1788774430.4804754,amd_faster,3.766367458,arm64,200,RoundRobin,5053.690665999966
1788774430.4835896,mutexcontention,0.445849502,arm64,200,RoundRobin,498.9603599999555
1788774430.4892435,twin-readmemory,3.107354346,arm64,200,RoundRobin,5034.6448450000025
1788774430.5188336,twin-primenumber,0.364790618,arm64,200,RoundRobin,452.03169499995965
1788774430.5715883,graph-pagerank,2.075905914,arm64,200,RoundRobin,2205.2755990000605
1788774430.6586452,dna-visualisation,0.195778506,arm64,200,RoundRobin,249.44037900002058
1788774430.7801647,graph-bfs,0.990999146,arm64,200,RoundRobin,1050.640193999925
1788774430.8720546,dynamichtml,4.062025273,arm64,200,RoundRobin,5435.068633000014
1788774430.9821181,jsonparse,4.8767235190000005,arm64,200,RoundRobin,5539.22134000004
1788774430.983502,base64stream,4.584508851,arm64,200,RoundRobin,5550.139481999963
1788774431.0097346,dna-visualisation,0.201529186,arm64,200,RoundRobin,350.77426399993783
1788774431.0157151,chacha20,4.355151606,arm64,200,RoundRobin,5581.281362000027
1788774431.0342498,matmul,0.781216104,arm64,200,RoundRobin,902.0779319999974
1788774431.0486126,thumbnailer,0.74127421,arm64,200,RoundRobin,842.9691420000154
1788774431.0566692,twin-chacha20,4.102695478,arm64,200,RoundRobin,5603.639630000089
1788774431.0823677,twin-primenumber,0.373377098,arm64,200,RoundRobin,563.1991640000251
1788774431.1347327,mutexcontention,0.547673657,arm64,200,RoundRobin,650.8348109999815
1788774431.1794155,sorting,3.912332839,arm64,200,RoundRobin,5729.676459000075
1788774431.273392,dna-visualisation,0.138981309,arm64,200,RoundRobin,263.3283669999855
1788774431.3953505,tempfileio,1.445194656,arm64,200,RoundRobin,1497.9784950000976
1788774431.491364,graph-mst,2.436569809,arm64,200,RoundRobin,2491.20368399997
1788774431.7097793,dna-visualisation,0.166897868,arm64,200,RoundRobin,436.04573999994045
1788774431.725433,twin-primenumber,0.33410798,arm64,200,RoundRobin,642.3389330000191
1788774431.740841,goroutines,1.645381844,arm64,200,RoundRobin,1747.2133600000461
1788774431.7791078,graph-bfs,0.922956913,arm64,200,RoundRobin,998.5560220000025
1788774431.8810565,mutexcontention,0.442567621,arm64,200,RoundRobin,745.951759000036
1788774431.9212782,dna-visualisation,0.154983229,arm64,200,RoundRobin,211.1878020000404
1788774431.9535456,hashing,2.8461310319999997,arm64,200,RoundRobin,2950.6949560000066
1788774432.0445323,thumbnailer,0.751787049,arm64,200,RoundRobin,995.6168499999194
