timestamp,function,response_time_s,node_arch,status_code,policy,locust_response_time
1787818723.1215374,arm_faster,0.884496531,amd64,200,RoundRobin,949.5049619999918
1787818723.3497012,amd_faster,0.929402103,arm64,200,RoundRobin,1184.094961000028
1787818723.5980816,chacha20,0.996417533,arm64,200,RoundRobin,1424.881108000136
1787818723.6976051,readdisk,1.040359377,arm64,200,RoundRobin,1520.9934509998675
1787818723.7250688,linpack,1.376766331,arm64,200,RoundRobin,1550.0734199999897
1787818724.0410612,arm_faster,0.864896928,amd64,200,RoundRobin,919.1601140000785
1787818724.3294826,amd_faster,0.929344623,arm64,200,RoundRobin,979.436290999729
1787818724.6543567,chacha20,0.997845532,arm64,200,RoundRobin,1055.7502550000208
1787818724.7899513,readdisk,1.040619778,arm64,200,RoundRobin,1092.0057059997816
1787818724.9610546,arm_faster,0.866172801,amd64,200,RoundRobin,919.6471719997135
1787818725.3105383,amd_faster,0.929159702,arm64,200,RoundRobin,980.7116669999232
1787818725.8072865,linpack,2.056601199,arm64,200,RoundRobin,2081.7868110002564
1787818725.874043,arm_faster,0.860761408,amd64,200,RoundRobin,912.5281990000076
1787818725.898823,readdisk,1.047418617,arm64,200,RoundRobin,1108.5679160000836
1787818726.2914295,amd_faster,0.929190382,arm64,200,RoundRobin,980.374474999735
1787818726.626744,chacha20,1.9196069150000001,arm64,200,RoundRobin,1972.0466230000966
1787818726.7844365,arm_faster,0.859486247,amd64,200,RoundRobin,909.9695059999249
1787818727.0201347,readdisk,1.042010938,arm64,200,RoundRobin,1121.0092860001168
1787818727.2739182,amd_faster,0.928866583,arm64,200,RoundRobin,982.1465610002633
1787818727.6780653,chacha20,0.997387213,arm64,200,RoundRobin,1051.0120179997102
1787818727.6991093,arm_faster,0.859951414,amd64,200,RoundRobin,914.3329319999793
1787818727.8104322,linpack,1.999163207,arm64,200,RoundRobin,2002.8395509998518
1787818728.1201463,readdisk,1.046706017,arm64,200,RoundRobin,1099.5841120002297
1787818728.260346,amd_faster,0.935793462,arm64,200,RoundRobin,985.9872480001286
1787818728.640054,arm_faster,0.85803688,amd64,200,RoundRobin,940.5792960001236
1787818728.7315097,chacha20,0.997977693,arm64,200,RoundRobin,1053.0963179999162
1787818729.2681894,readdisk,1.089967571,arm64,200,RoundRobin,1147.6545979999173
1787818729.3198798,amd_faster,0.937786062,arm64,200,RoundRobin,1059.2112679996717
1787818729.3730526,linpack,1.559085947,arm64,200,RoundRobin,1562.3047670001142
1787818729.54812,arm_faster,0.857691171,amd64,200,RoundRobin,907.7067339999303
1787818730.3137722,amd_faster,0.938096421,arm64,200,RoundRobin,993.5912319997442
1787818730.372915,readdisk,1.043909697,arm64,200,RoundRobin,1104.3558129999838
1787818730.5157218,arm_faster,0.857680311,amd64,200,RoundRobin,967.203950000112
1787818730.710401,chacha20,1.9255913150000001,arm64,200,RoundRobin,1978.478338000059
1787818731.261551,linpack,1.884568742,arm64,200,RoundRobin,1888.1025010000485
1787818731.3146894,amd_faster,0.937150101,arm64,200,RoundRobin,1000.6059890001779
1787818731.4328594,arm_faster,0.862731942,amd64,200,RoundRobin,916.8433479999294
1787818731.4945283,readdisk,1.067842173,arm64,200,RoundRobin,1121.281369999906
1787818731.7590716,chacha20,0.996743252,arm64,200,RoundRobin,1048.3196640002461
1787818732.3060737,amd_faster,0.936135621,arm64,200,RoundRobin,991.0835790001329
1787818732.3388588,arm_faster,0.856191401,amd64,200,RoundRobin,905.7054959998823
1787818732.6324527,readdisk,1.0713739740000001,arm64,200,RoundRobin,1137.5878200001353
1787818732.680656,linpack,1.4155302060000001,arm64,200,RoundRobin,1418.7764510002125
1787818732.8059962,chacha20,0.994319532,arm64,200,RoundRobin,1046.5137780001896
1787818733.2757485,arm_faster,0.864249115,amd64,200,RoundRobin,936.5678230001322
1787818733.3016024,amd_faster,0.937483581,arm64,200,RoundRobin,995.0865689997954
1787818733.7249262,readdisk,1.042265697,arm64,200,RoundRobin,1092.13231800004
1787818733.8517985,chacha20,0.994557332,arm64,200,RoundRobin,1045.4850219998661
1787818734.1967216,arm_faster,0.867758978,amd64,200,RoundRobin,920.6680580000466
1787818734.31979,amd_faster,0.936257141,arm64,200,RoundRobin,1017.8792390001945
1787818734.5749462,linpack,1.890097981,arm64,200,RoundRobin,1893.9789690002726
1787818734.8737965,readdisk,1.087646851,arm64,200,RoundRobin,1148.5587180000039
1787818734.9148448,chacha20,1.008637931,arm64,200,RoundRobin,1062.7405219997854
1787818735.1115806,arm_faster,0.86015907,amd64,200,RoundRobin,914.5435919999727
1787818735.308531,amd_faster,0.936909181,arm64,200,RoundRobin,988.4109710001212
1787818736.0143726,readdisk,1.071112453,arm64,200,RoundRobin,1140.15284099969
1787818736.0209787,arm_faster,0.858735974,amd64,200,RoundRobin,909.07488799985
1787818736.2989895,amd_faster,0.938572061,arm64,200,RoundRobin,990.1374549999673
1787818736.396031,linpack,1.817525872,arm64,200,RoundRobin,1820.7849509999505
1787818736.9850273,chacha20,1.989933185,arm64,200,RoundRobin,2069.8558230001254
1787818736.9862347,arm_faster,0.866456138,amd64,200,RoundRobin,964.9731620002058
1787818737.1141613,readdisk,1.041591778,arm64,200,RoundRobin,1099.3867620004494
1787818737.2892745,amd_faster,0.94026458,arm64,200,RoundRobin,989.8906280000119
1787818737.9453394,arm_faster,0.857658222,amd64,200,RoundRobin,958.3658719998311
1787818738.0399601,chacha20,0.999655212,arm64,200,RoundRobin,1054.627642000014
1787818738.2514868,readdisk,1.081188892,arm64,200,RoundRobin,1136.8838860003052
1787818738.2747166,linpack,1.874561784,arm64,200,RoundRobin,1878.367210000306
1787818738.2858005,amd_faster,0.936359021,arm64,200,RoundRobin,996.1986190000971
1787818738.3850315,thread,16.040660095,amd64,200,RoundRobin,16206.070198000361
1787818738.8651245,arm_faster,0.867345931,amd64,200,RoundRobin,919.4437950000065
1787818739.087423,chacha20,0.997597132,arm64,200,RoundRobin,1047.067006999896
1787818739.2939079,amd_faster,0.937223182,arm64,200,RoundRobin,1007.8101099998094
1787818739.347643,readdisk,1.041697218,arm64,200,RoundRobin,1095.7831149999038
1787818739.7822976,arm_faster,0.860360849,amd64,200,RoundRobin,916.7294339999899
1787818740.159551,linpack,1.852173827,arm64,200,RoundRobin,1884.4734099998277
1787818740.2847433,amd_faster,0.936874741,arm64,200,RoundRobin,990.4946740002742
1787818740.446833,readdisk,1.042426218,arm64,200,RoundRobin,1098.8456929999302
1787818740.692128,arm_faster,0.859972365,amd64,200,RoundRobin,909.511713000029
1787818741.1699038,chacha20,2.02876658,arm64,200,RoundRobin,2082.1524240000144
1787818741.272522,amd_faster,0.937042542,arm64,200,RoundRobin,987.4758620003377
1787818741.5450757,readdisk,1.042649017,arm64,200,RoundRobin,1097.9328529997474
1787818741.626079,arm_faster,0.864254246,amd64,200,RoundRobin,933.5391999998137
1787818742.070632,linpack,1.907319459,arm64,200,RoundRobin,1910.7434920001651
1787818742.2180278,chacha20,0.995737213,arm64,200,RoundRobin,1047.8173619999325
1787818742.2620773,amd_faster,0.936521261,arm64,200,RoundRobin,989.2470019999564
1787818742.5404725,arm_faster,0.858681151,amd64,200,RoundRobin,914.0449149999768
1787818742.6861143,readdisk,1.087447371,arm64,200,RoundRobin,1140.7094719997986
1787818743.2587175,amd_faster,0.936403061,arm64,200,RoundRobin,996.3044270002683
1787818743.2738645,chacha20,0.999262732,arm64,200,RoundRobin,1055.4942800004028
1787818743.4510899,arm_faster,0.860391768,amd64,200,RoundRobin,910.3122000001349
1787818743.7829344,readdisk,1.039377698,arm64,200,RoundRobin,1096.400501000062
1787818743.816346,linpack,1.742015241,arm64,200,RoundRobin,1745.3047320000223
1787818743.9906654,readmemory,21.422483061,amd64,200,RoundRobin,21812.458242000048
1787818744.2468834,amd_faster,0.936972741,arm64,200,RoundRobin,987.8180449995853
1787818744.3661594,arm_faster,0.864227096,amd64,200,RoundRobin,914.6683959997972
1787818744.8781269,readdisk,1.040705137,arm64,200,RoundRobin,1094.8409640000136
1787818745.2454832,amd_faster,0.938233621,arm64,200,RoundRobin,998.2649859998673
1787818745.2851954,arm_faster,0.862084532,amd64,200,RoundRobin,918.6319680002271
1787818745.3979628,chacha20,2.038354779,arm64,200,RoundRobin,2123.7979009997616
1787818745.7796247,linpack,1.941166535,arm64,200,RoundRobin,1962.9717070001789
1787818745.9816601,readdisk,1.044627457,arm64,200,RoundRobin,1103.1317639999543
1787818746.235595,amd_faster,0.937220462,arm64,200,RoundRobin,989.7696879997966
1787818746.421637,arm_faster,0.858522792,amd64,200,RoundRobin,1136.0286240001187
1787818746.6093988,chacha20,0.997069012,arm64,200,RoundRobin,1211.0229099998833
1787818747.1255236,readdisk,1.081641372,arm64,200,RoundRobin,1143.5523320001266
1787818747.165656,linpack,1.382249011,arm64,200,RoundRobin,1385.706361999837
1787818747.2277238,amd_faster,0.936710662,arm64,200,RoundRobin,991.8127639998602
1787818747.3381112,arm_faster,0.859947884,amd64,200,RoundRobin,916.1685839999336
1787818748.2175157,amd_faster,0.937550621,arm64,200,RoundRobin,989.4907349998903
1787818748.2231781,readdisk,1.046595896,arm64,200,RoundRobin,1097.3431090001213
1787818748.2460768,arm_faster,0.858680581,amd64,200,RoundRobin,907.5550590000603
1787818748.9831872,linpack,1.805165713,arm64,200,RoundRobin,1817.2319230002358
1787818749.1094565,chacha20,2.444182198,arm64,200,RoundRobin,2499.7094780001134
1787818749.2069194,amd_faster,0.936626462,arm64,200,RoundRobin,989.0944379999382
1787818749.22301,arm_faster,0.859044747,amd64,200,RoundRobin,976.5903349998553
1787818749.3918421,readdisk,1.073555453,arm64,200,RoundRobin,1168.2316549999996
1787818750.1715791,arm_faster,0.863361905,amd64,200,RoundRobin,948.2520960000329
1787818750.1721656,chacha20,1.000511892,arm64,200,RoundRobin,1062.4549260001004
1787818750.195128,amd_faster,0.936263501,arm64,200,RoundRobin,987.9080219998286
1787818750.5310102,readdisk,1.085171932,arm64,200,RoundRobin,1138.8384510000833
1787818750.5776513,linpack,1.5908243020000001,arm64,200,RoundRobin,1594.0731270002289
1787818751.0874496,arm_faster,0.857733681,amd64,200,RoundRobin,914.990427000248
1787818751.2662792,amd_faster,0.936206382,arm64,200,RoundRobin,1070.6481209999765
1787818751.2808263,chacha20,0.997799332,arm64,200,RoundRobin,1107.8264490001857
1787818751.656747,readdisk,1.068876734,arm64,200,RoundRobin,1125.4204619999655
1787818751.99688,arm_faster,0.856463386,amd64,200,RoundRobin,909.029136999834
1787818752.257833,amd_faster,0.936596022,arm64,200,RoundRobin,991.199195000263
1787818752.2614534,linpack,1.6729644110000002,arm64,200,RoundRobin,1683.5044129998096
1787818752.372785,chacha20,0.998728612,arm64,200,RoundRobin,1091.5824819999216
1787818752.7527525,readdisk,1.039402258,arm64,200,RoundRobin,1095.6662300000062
1787818752.9057515,arm_faster,0.858986665,amd64,200,RoundRobin,908.5768260001714
1787818753.2496645,amd_faster,0.936656901,arm64,200,RoundRobin,991.3484540002173
1787818753.4191127,chacha20,0.995865173,arm64,200,RoundRobin,1046.0212349998983
1787818753.8160164,arm_faster,0.860131378,amd64,200,RoundRobin,909.9505190001764
1787818753.84916,readdisk,1.039712138,arm64,200,RoundRobin,1096.0480180001468
1787818753.8969934,linpack,1.583515583,arm64,200,RoundRobin,1635.244498999782
1787818754.2380555,amd_faster,0.936568742,arm64,200,RoundRobin,988.063744000101
1787818754.470389,chacha20,0.996957772,arm64,200,RoundRobin,1050.7620989997122
1787818754.7448344,arm_faster,0.86792789,amd64,200,RoundRobin,928.450304999842
1787818754.9811878,readdisk,1.044814457,arm64,200,RoundRobin,1131.6322470001978
1787818755.2287457,amd_faster,0.936434022,arm64,200,RoundRobin,990.3363099997478
1787818755.5192852,chacha20,0.996560373,arm64,200,RoundRobin,1048.4745140001905
1787818755.663666,arm_faster,0.863919867,amd64,200,RoundRobin,918.4591869998258
1787818755.8989794,linpack,1.9618048909999999,arm64,200,RoundRobin,2001.6692489998604
1787818756.097377,readdisk,1.062860414,arm64,200,RoundRobin,1115.6993409999814
1787818756.2191339,amd_faster,0.937486101,arm64,200,RoundRobin,990.053214999989
1787818756.5777981,arm_faster,0.862259298,amd64,200,RoundRobin,913.7484240000049
1787818756.5790408,chacha20,1.004098211,arm64,200,RoundRobin,1059.441495000101
1787818757.2055862,amd_faster,0.936313381,arm64,200,RoundRobin,986.0397940001349
1787818757.2143757,readdisk,1.062343734,arm64,200,RoundRobin,1116.580021000118
1787818757.301822,linpack,1.399222488,arm64,200,RoundRobin,1402.524860000085
1787818757.4845722,filehandle,35.015428755,amd64,200,RoundRobin,35310.5646150002
1787818757.499661,arm_faster,0.868135734,amd64,200,RoundRobin,921.5568969998458
1787818757.6829693,chacha20,0.999048572,arm64,200,RoundRobin,1103.2680829998753
1787818757.9983456,readmemory,13.953020869,amd64,200,RoundRobin,14007.284415999948
1787818758.1985781,amd_faster,0.936574661,arm64,200,RoundRobin,992.6025130002927
